longitude,latitude,Soil_Phase,Main_Class,Soil_Type,Int_Type
76.61943611,11.74287327,KLPiB2g1,KLP,Gravelly_Sandy_Clay_Loam,3
76.6194381,11.74513328,KNGhB1g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.61944009,11.74739329,KNGhB1g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.61944208,11.74965329,KNGcB1g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.61944407,11.7519133,KNGcB1g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.61944607,11.75417331,SPRbC2g2,SPR,Gravelly_Sandy_Clay_Loam,3
76.61945205,11.76095332,HPRhB1g1,HPR,Gravelly_Sandy_Clay_Loam,3
76.61945405,11.76321333,HDRhB1,HDR,Sandy_Clay_Loam,5
76.61945604,11.76547333,MGHhB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.61945804,11.76773333,MGHhB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.61946003,11.76999334,MGHbB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.61946203,11.77225334,BMBiA1,BMB,Clay,1
76.61946403,11.77451334,BMBiA1,BMB,Clay,1
76.61946602,11.77677335,BMBiA1,BMB,Clay,1
76.61946802,11.77903335,BMBiA1,BMB,Clay,1
76.61947002,11.78129335,KLPhB1g1,KLP,Gravelly_Sandy_Clay_Loam,3
76.61947202,11.78355335,MGHcB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.61947402,11.78581335,MGHcB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.62171756,11.72931125,GPRhB1g1,GPR,Gravelly_Sandy_Clay_Loam,3
76.62171956,11.73157126,KLPcB1g1,KLP,Gravelly_Sandy_Clay_Loam,3
76.62172157,11.73383127,KNGbB1g1,KNG,Gravelly_Sandy_Clay_Loam,3
76.62172358,11.73609128,KNGbB1g1,KNG,Gravelly_Sandy_Clay_Loam,3
76.62172559,11.73835129,KNGbB1g1,KNG,Gravelly_Sandy_Clay_Loam,3
76.6217276,11.74061129,HGHiB2,HGH,Sandy_Clay_Loam,5
76.62172961,11.7428713,BMBmB1,BMB,Clay,1
76.62173162,11.74513131,MGHhB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.62173363,11.74739131,KNGhB1g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.62173564,11.74965132,KNGhB1g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.62173765,11.75191133,KNGcB1g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.62173966,11.75417133,KNGcB1g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.62174168,11.75643134,HDRcC2g2,HDR,Sandy_Clay_Loam,5
76.62174369,11.75869134,HDRcC2g2,HDR,Sandy_Clay_Loam,5
76.62174772,11.76321135,HPRhB1g1,HPR,Gravelly_Sandy_Clay_Loam,3
76.62174973,11.76547136,MGHbB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.62175174,11.76773136,MGHbB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.62175376,11.76999136,MGHbB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.62175577,11.77225136,DRHcB1,DRH,Gravelly_Sandy_Clay_Loam,3
76.62175779,11.77451137,KNGhB1,KNG,Gravelly_Sandy_Clay_Loam,3
76.62175981,11.77677137,BMBiA1,BMB,Clay,1
76.62176384,11.78129137,MGHcB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.62176586,11.78355137,KLPhB1g1,KLP,Gravelly_Sandy_Clay_Loam,3
76.62401094,11.72930926,GPRhB1g1,GPR,Gravelly_Sandy_Clay_Loam,3
76.62401297,11.73156927,KLPcB1g1,KLP,Gravelly_Sandy_Clay_Loam,3
76.624015,11.73382928,MDHcB1g1,MDH,Gravelly_Sandy_Clay,2
76.62401703,11.73608929,DRHmB1g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.62401905,11.7383493,DRHmB1g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.62402311,11.74286931,BMBmB1,BMB,Clay,1
76.62402514,11.74512932,MGHhB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.62402717,11.74738932,KNGhB1g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.6240292,11.74964933,KNGcB1g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.62403123,11.75190934,KNGcB1g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.62403326,11.75416934,KNGcB1g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.62403529,11.75642935,HDRcC2g2,HDR,Sandy_Clay_Loam,5
76.62403732,11.75868935,MGHhC2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.62403935,11.76094935,MGHhC2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.62404138,11.76320936,HDRcC2g2,HDR,Sandy_Clay_Loam,5
76.62404342,11.76546936,HDRbB1g1,HDR,Sandy_Clay_Loam,5
76.62404545,11.76772936,HDRbB1g1,HDR,Sandy_Clay_Loam,5
76.62404748,11.76998937,MGHbB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.62404952,11.77224937,DRHcB1,DRH,Gravelly_Sandy_Clay_Loam,3
76.62405155,11.77450937,KNGhB1,KNG,Gravelly_Sandy_Clay_Loam,3
76.62405359,11.77676937,KNGhB1,KNG,Gravelly_Sandy_Clay_Loam,3
76.62405562,11.77902937,BMBiA1,BMB,Clay,1
76.62405766,11.78128938,MGHcB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.62630433,11.72930726,GPRhB1g1,GPR,Gravelly_Sandy_Clay_Loam,3
76.62630638,11.73156727,GPRhB1g1,GPR,Gravelly_Sandy_Clay_Loam,3
76.62630842,11.73382727,MDHcB1g1,MDH,Gravelly_Sandy_Clay,2
76.62631047,11.73608728,MDHcB1g1,MDH,Gravelly_Sandy_Clay,2
76.62631252,11.73834729,DRHmB1g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.62631456,11.7406073,BMBmB1,BMB,Clay,1
76.62631661,11.7428673,BMBmB1g1,BMB,Clay,1
76.62631866,11.74512731,BMBmB1,BMB,Clay,1
76.6263248,11.75190733,KNGhB1g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.62632685,11.75416733,KNGhB1g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.6263289,11.75642734,MGHhC2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.62633095,11.75868734,MGHhC2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.626333,11.76094734,MGHhC2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.62633505,11.76320735,MGHcC2g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.62633711,11.76546735,MGHcC2g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.62633916,11.76772735,KNGcC2g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.62634121,11.76998735,KLPhB1,KLP,Gravelly_Sandy_Clay_Loam,3
76.62634326,11.77224736,HDRhB1g1,HDR,Sandy_Clay_Loam,5
76.62634532,11.77450736,DRHhB1g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.62858947,11.7202652,KNGmB1,KNG,Gravelly_Sandy_Clay_Loam,3
76.62859153,11.72252521,HGHmB1,HGH,Sandy_Clay_Loam,5
76.62859772,11.72930523,MGHbB1g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.62859979,11.73156524,MGHbB1g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.62860185,11.73382525,MDHcB1g1,MDH,Gravelly_Sandy_Clay,2
76.62860391,11.73608526,MDHcB1g1,MDH,Gravelly_Sandy_Clay,2
76.62860598,11.73834526,MGHcB1g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.62860805,11.74060527,MGHcB1g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.62861011,11.74286528,BMBmB1g1,BMB,Clay,1
76.62861218,11.74512528,BMBmB1,BMB,Clay,1
76.62861424,11.74738529,BMBmB1,BMB,Clay,1
76.62861631,11.74964529,KNGhB1,KNG,Gravelly_Sandy_Clay_Loam,3
76.62861838,11.7519053,KNGmA1g1,KNG,Gravelly_Sandy_Clay_Loam,3
76.62862045,11.7541653,DRHhB1g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.62862252,11.75642531,MGHhB2g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.62862458,11.75868531,MGHhC2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.62862665,11.76094531,MGHhC2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.62862872,11.76320532,MGHcD3g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.62863079,11.76546532,MGHcC2g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.62863286,11.76772532,KLPhB1,KLP,Gravelly_Sandy_Clay_Loam,3
76.62863493,11.76998532,KLPhB1,KLP,Gravelly_Sandy_Clay_Loam,3
76.62863701,11.77224532,HDRhB1g1,HDR,Sandy_Clay_Loam,5
76.63088278,11.72026316,KNGmB1,KNG,Gravelly_Sandy_Clay_Loam,3
76.63088487,11.72252317,HGHmB1,HGH,Sandy_Clay_Loam,5
76.63088695,11.72478318,DRHhB1g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.63088903,11.72704318,DRHbB1g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.63089319,11.7315632,MDHcB1g1,MDH,Gravelly_Sandy_Clay,2
76.63089528,11.73382321,MDHcB1g1,MDH,Gravelly_Sandy_Clay,2
76.63089736,11.73608321,DRHbB1g2,DRH,Gravelly_Sandy_Clay_Loam,3
76.63089944,11.73834322,MGHcB1g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.63090153,11.74060323,MGHhC3g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.63090361,11.74286323,MGHmB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.6309057,11.74512324,BMBmB1,BMB,Clay,1
76.63090778,11.74738324,BMBmB1,BMB,Clay,1
76.63091195,11.75190325,KNGhB1,KNG,Gravelly_Sandy_Clay_Loam,3
76.63091404,11.75416325,MGHhB2g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.63091613,11.75642326,MGHhD3g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.63091822,11.75868326,SPRhF3g2R3,SPR,Gravelly_Sandy_Clay_Loam,3
76.6309203,11.76094326,SPRhF3g2R3,SPR,Gravelly_Sandy_Clay_Loam,3
76.63092239,11.76320327,SPRhF3g2R3,SPR,Gravelly_Sandy_Clay_Loam,3
76.63092448,11.76546327,MGHcD3g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.63092657,11.76772327,KLPhB1,KLP,Gravelly_Sandy_Clay_Loam,3
76.6331761,11.7202611,KNGmB1,KNG,Gravelly_Sandy_Clay_Loam,3
76.6331782,11.72252111,HGHmB1,HGH,Sandy_Clay_Loam,5
76.6331803,11.72478111,BMBmA1,BMB,Clay,1
76.6331824,11.72704112,KLPcB1g1,KLP,Gravelly_Sandy_Clay_Loam,3
76.6331887,11.73382114,DRHbB1g2,DRH,Gravelly_Sandy_Clay_Loam,3
76.6331908,11.73608115,DRHbB1g2,DRH,Gravelly_Sandy_Clay_Loam,3
76.6331929,11.73834116,DRHbB1g2,DRH,Gravelly_Sandy_Clay_Loam,3
76.63319501,11.74060116,MGHhC3g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.63319711,11.74286117,MGHmB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.63319921,11.74512117,MGHhB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.63320132,11.74738118,HPRmB1g1,HPR,Gravelly_Sandy_Clay_Loam,3
76.63320342,11.74964118,BMBiA1g1,BMB,Clay,1
76.63320553,11.75190119,HGHhB1,HGH,Sandy_Clay_Loam,5
76.63320763,11.75416119,KNGcC2g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.63320974,11.75642119,MGHhD3g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.63321185,11.7586812,SPRhF3g2R3,SPR,Gravelly_Sandy_Clay_Loam,3
76.63547153,11.72251903,ARKmB1,ARK,Sandy_Clay,4
76.63547365,11.72477904,BMBmA1,BMB,Clay,1
76.63547577,11.72703904,HGHmB1,HGH,Sandy_Clay_Loam,5
76.63549061,11.74285909,MGHmB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.63549273,11.74511909,MGHhB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.63549486,11.74737909,HPRmB1g1,HPR,Gravelly_Sandy_Clay_Loam,3
76.63549698,11.7496391,HPRmB1g1,HPR,Gravelly_Sandy_Clay_Loam,3
76.6354991,11.7518991,HGHhB1,HGH,Sandy_Clay_Loam,5
76.63550123,11.7541591,KNGcC2g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.63550335,11.75641911,MGHhD3g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.63776272,11.72025692,ARKmB1,ARK,Sandy_Clay,4
76.63776486,11.72251693,HGHmB1,HGH,Sandy_Clay_Loam,5
76.63776913,11.72703695,BMBmA1,BMB,Clay,1
76.63778625,11.74511699,MGHhB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.63778839,11.74737699,HPRmB1g1,HPR,Gravelly_Sandy_Clay_Loam,3
76.63779053,11.749637,HPRmB1g1,HPR,Gravelly_Sandy_Clay_Loam,3
76.64005603,11.72025481,ARKiB1,ARK,Sandy_Clay,4
76.64005819,11.72251482,ARKiB1,ARK,Sandy_Clay,4
76.6423298,11.6999126,MGHhB1g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.64233197,11.70217261,MGHhB1g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.64234935,11.72025268,ARKiB1,ARK,Sandy_Clay,4
76.64235152,11.72251268,ARKiB1,ARK,Sandy_Clay,4
76.64462076,11.69765044,MDHiD2g2,MDH,Gravelly_Sandy_Clay,2
76.64462294,11.69991045,MGHhB1g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.64462513,11.70217046,MGHhB1g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.64464046,11.71799052,GPRhB1,GPR,Gravelly_Sandy_Clay_Loam,3
76.64464266,11.72025052,GPRhB1,GPR,Gravelly_Sandy_Clay_Loam,3
76.64464485,11.72251053,GPRhB1,GPR,Gravelly_Sandy_Clay_Loam,3
76.64691388,11.69764827,KNGcB2g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.64691609,11.69990828,ARKiB1g2,ARK,Sandy_Clay,4
76.64691829,11.70216829,ARKiB1g2,ARK,Sandy_Clay,4
76.64693376,11.71798835,HGHiB1,HGH,Sandy_Clay_Loam,5
76.64693597,11.72024836,HGHhB2,HGH,Sandy_Clay_Loam,5
76.64693818,11.72250836,GPRhB1,GPR,Gravelly_Sandy_Clay_Loam,3
76.64694039,11.72476837,HGHiB2,HGH,Sandy_Clay_Loam,5
76.649207,11.69764609,KNGcB2g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.64920923,11.6999061,KLPiB1,KLP,Gravelly_Sandy_Clay_Loam,3
76.64921145,11.70216611,KLPiB1,KLP,Gravelly_Sandy_Clay_Loam,3
76.64922482,11.71572615,GPRcB1g1,GPR,Gravelly_Sandy_Clay_Loam,3
76.64922705,11.71798616,HGHiB1,HGH,Sandy_Clay_Loam,5
76.64922928,11.72024617,HGHiB1,HGH,Sandy_Clay_Loam,5
76.64923151,11.72250617,HGHiB1,HGH,Sandy_Clay_Loam,5
76.64923374,11.72476618,HGHiB1,HGH,Sandy_Clay_Loam,5
76.64923597,11.72702618,HDRhB1g1,HDR,Sandy_Clay_Loam,5
76.65149788,11.69538388,HGHcB2g1,HGH,Sandy_Clay_Loam,5
76.65150237,11.6999039,KLPiB1,KLP,Gravelly_Sandy_Clay_Loam,3
76.65150462,11.70216391,KLPiB1,KLP,Gravelly_Sandy_Clay_Loam,3
76.65150686,11.70442391,HDRbC2g2,HDR,Sandy_Clay_Loam,5
76.65150911,11.70668392,HDRbC2g2,HDR,Sandy_Clay_Loam,5
76.65151135,11.70894393,HDRbC2g2,HDR,Sandy_Clay_Loam,5
76.65151584,11.71346394,GPRcB1g1,GPR,Gravelly_Sandy_Clay_Loam,3
76.65151809,11.71572395,GPRcB1g1,GPR,Gravelly_Sandy_Clay_Loam,3
76.65152034,11.71798396,MGHcB1,MGH,Gravelly_Sandy_Clay_Loam,3
76.65152259,11.72024396,MGHhB1g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.65152708,11.72476397,HDRiB1g1,HDR,Sandy_Clay_Loam,5
76.65152933,11.72702397,HGHiB1,HGH,Sandy_Clay_Loam,5
76.65153158,11.72928398,HDRhB1g1,HDR,Sandy_Clay_Loam,5
76.65154509,11.742844,MGHcB2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.65154735,11.745104,MGHcB2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.65379325,11.69764167,HGHhB1g1,HGH,Sandy_Clay_Loam,5
76.65379551,11.69990168,KLPiB1g1,KLP,Gravelly_Sandy_Clay_Loam,3
76.65379778,11.70216168,KLPiB1g1,KLP,Gravelly_Sandy_Clay_Loam,3
76.65380004,11.70442169,KLPiB1g1,KLP,Gravelly_Sandy_Clay_Loam,3
76.65380683,11.71120171,KNGbC2g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.6538091,11.71346172,KNGcB2g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.65381136,11.71572172,KNGcB2g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.65381363,11.71798173,MGHcB1,MGH,Gravelly_Sandy_Clay_Loam,3
76.6538159,11.72024174,HDRiB1,HDR,Sandy_Clay_Loam,5
76.65381816,11.72250174,HDRiB1,HDR,Sandy_Clay_Loam,5
76.65382043,11.72476174,HDRiB1g1,HDR,Sandy_Clay_Loam,5
76.6538227,11.72702175,HGHmB1,HGH,Sandy_Clay_Loam,5
76.65382497,11.72928175,HGHmB1,HGH,Sandy_Clay_Loam,5
76.65382724,11.73154176,DRHhB1g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.65384086,11.74510177,MGHcB2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.65608637,11.69763943,KNGmB1,KNG,Gravelly_Sandy_Clay_Loam,3
76.65608865,11.69989944,MGHhB1,MGH,Gravelly_Sandy_Clay_Loam,3
76.65609094,11.70215945,HGHhB1g1,HGH,Sandy_Clay_Loam,5
76.65609322,11.70441945,KNGiA1g1,KNG,Gravelly_Sandy_Clay_Loam,3
76.6560955,11.70667946,KNGiA1g1,KNG,Gravelly_Sandy_Clay_Loam,3
76.65609778,11.70893947,KDHhB1,KDH,Sandy_Clay,4
76.65610007,11.71119947,ARKhB2,ARK,Sandy_Clay,4
76.65610235,11.71345948,ARKhB2,ARK,Sandy_Clay,4
76.65610463,11.71571948,ARKhB1,ARK,Sandy_Clay,4
76.65610692,11.71797949,DRHhB1,DRH,Gravelly_Sandy_Clay_Loam,3
76.65610921,11.72023949,DRHhB1,DRH,Gravelly_Sandy_Clay_Loam,3
76.65611149,11.7224995,HDRiB1,HDR,Sandy_Clay_Loam,5
76.65611378,11.7247595,DRHhB1g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.65611606,11.7270195,HGHmA1,HGH,Sandy_Clay_Loam,5
76.65611835,11.72927951,HGHmB1,HGH,Sandy_Clay_Loam,5
76.65612064,11.73153951,HGHmB1,HGH,Sandy_Clay_Loam,5
76.65613208,11.74283952,MGHcB2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.65613437,11.74509952,MGHcB2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.65837719,11.69537716,KNGcD3g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.65837949,11.69763717,KNGcD3g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.65838179,11.69989718,MGHhB1,MGH,Gravelly_Sandy_Clay_Loam,3
76.65838409,11.70215719,MGHmB1,MGH,Gravelly_Sandy_Clay_Loam,3
76.65838639,11.70441719,HPRiB1g1,HPR,Gravelly_Sandy_Clay_Loam,3
76.6583887,11.7066772,KNGiA1g1,KNG,Gravelly_Sandy_Clay_Loam,3
76.658391,11.70893721,KDHhB1,KDH,Sandy_Clay,4
76.6583933,11.71119721,KDHhB1,KDH,Sandy_Clay,4
76.6583956,11.71345722,ARKhB2,ARK,Sandy_Clay,4
76.65839791,11.71571722,ARKhB1,ARK,Sandy_Clay,4
76.65840021,11.71797723,DRHhB1,DRH,Gravelly_Sandy_Clay_Loam,3
76.65840482,11.72249723,HDRiB1,HDR,Sandy_Clay_Loam,5
76.65840712,11.72475724,HDRhB1g1,HDR,Sandy_Clay_Loam,5
76.65840943,11.72701724,HDRhB1g1,HDR,Sandy_Clay_Loam,5
76.65841173,11.72927724,HGHmA1,HGH,Sandy_Clay_Loam,5
76.65841404,11.73153725,HGHmB1,HGH,Sandy_Clay_Loam,5
76.65841635,11.73379725,HGHmB1,HGH,Sandy_Clay_Loam,5
76.65841865,11.73605725,HGHmB1,HGH,Sandy_Clay_Loam,5
76.65842096,11.73831725,HGHmB1,HGH,Sandy_Clay_Loam,5
76.65842327,11.74057725,HGHmB2,HGH,Sandy_Clay_Loam,5
76.65842558,11.74283725,MGHcB2g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.65842789,11.74509725,MGHcB2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.6606703,11.69537489,KNGcD3g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.66067262,11.6976349,KNGcC2g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.66067493,11.6998949,GPRiB2g1,GPR,Gravelly_Sandy_Clay_Loam,3
76.66067725,11.70215491,DRHhB2g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.66067957,11.70441492,MGHcB2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.66068189,11.70667492,HDRhC3g2,HDR,Sandy_Clay_Loam,5
76.66068421,11.70893493,HDRhE3g2,HDR,Sandy_Clay_Loam,5
76.66068653,11.71119493,HDRhC3g2,HDR,Sandy_Clay_Loam,5
76.66068885,11.71345494,KDHhB1g1,KDH,Sandy_Clay,4
76.66069118,11.71571494,KDHhB1g1,KDH,Sandy_Clay,4
76.6606935,11.71797495,KLPiB1,KLP,Gravelly_Sandy_Clay_Loam,3
76.66069582,11.72023495,KLPiB1,KLP,Gravelly_Sandy_Clay_Loam,3
76.66069814,11.72249495,DRHhB1g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.66070047,11.72475496,HDRiB1g1,HDR,Sandy_Clay_Loam,5
76.66070279,11.72701496,HDRiB1g1,HDR,Sandy_Clay_Loam,5
76.66070512,11.72927496,KNGhB2g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.66070744,11.73153496,KNGhB2g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.66070977,11.73379497,KLPiB2,KLP,Gravelly_Sandy_Clay_Loam,3
76.66071442,11.73831497,HGHmB2,HGH,Sandy_Clay_Loam,5
76.66071675,11.74057497,HGHmB2,HGH,Sandy_Clay_Loam,5
76.66071907,11.74283497,MGHcB2g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.6607214,11.74509497,MGHcB2g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.6629634,11.6953726,KNGcD3g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.66296574,11.6976326,KNGcC2g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.66296807,11.69989261,GPRiB2g1,GPR,Gravelly_Sandy_Clay_Loam,3
76.66297041,11.70215262,DRHhB2g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.66297275,11.70441262,DRHhB2g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.66297509,11.70667263,MGHmC2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.66297743,11.70893263,HDRhE3g2,HDR,Sandy_Clay_Loam,5
76.66297977,11.71119264,HDRhB2g1,HDR,Sandy_Clay_Loam,5
76.66298211,11.71345264,DRHhB1g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.66298445,11.71571265,KDHhB1g1,KDH,Sandy_Clay,4
76.66298913,11.72023265,DRHhB1,DRH,Gravelly_Sandy_Clay_Loam,3
76.66299147,11.72249266,DRHhB1,DRH,Gravelly_Sandy_Clay_Loam,3
76.66299381,11.72475266,HGHmB1,HGH,Sandy_Clay_Loam,5
76.66299615,11.72701266,HGHmB1,HGH,Sandy_Clay_Loam,5
76.6629985,11.72927266,HGHmB1,HGH,Sandy_Clay_Loam,5
76.66300084,11.73153266,DRHiA1,DRH,Gravelly_Sandy_Clay_Loam,3
76.66300319,11.73379266,MDHiB1,MDH,Gravelly_Sandy_Clay,2
76.66300553,11.73605267,HPRmB2,HPR,Gravelly_Sandy_Clay_Loam,3
76.66300787,11.73831267,HPRmB2,HPR,Gravelly_Sandy_Clay_Loam,3
76.66301022,11.74057267,HGHmB2,HGH,Sandy_Clay_Loam,5
76.66301491,11.74509267,MGHcB2g1,MGH,Gravelly_Sandy_Clay_Loam,3
76.6652565,11.69537028,HDRhD3g2,HDR,Sandy_Clay_Loam,5
76.66525886,11.69763029,KNGcC2g2,KNG,Gravelly_Sandy_Clay_Loam,3
76.66526121,11.6998903,HPRcC2g1,HPR,Gravelly_Sandy_Clay_Loam,3
76.66526357,11.7021503,HGHhB1g1,HGH,Sandy_Clay_Loam,5
76.66526593,11.70441031,DRHhB2g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.66526828,11.70667031,MGHhC2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.66527064,11.70893032,MGHhC2g2,MGH,Gravelly_Sandy_Clay_Loam,3
76.665273,11.71119032,HDRhB2g1,HDR,Sandy_Clay_Loam,5
76.66527536,11.71345033,HDRhB2g1,HDR,Sandy_Clay_Loam,5
76.66527771,11.71571033,DRHhB1g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.66528007,11.71797033,DRHhB1g1,DRH,Gravelly_Sandy_Clay_Loam,3
76.66528243,11.72023034,DRHhB1,DRH,Gravelly_Sandy_Clay_Loam,3
76.66528479,11.72249034,DRHhB1,DRH,Gravelly_Sandy_Clay_Loam,3
76.66528716,11.72475034,HGHmB1,HGH,Sandy_Clay_Loam,5
76.66528952,11.72701034,HGHmB1,HGH,Sandy_Clay_Loam,5
76.66529188,11.72927034,SPRiB1g1,SPR,Gravelly_Sandy_Clay_Loam,3
76.66529424,11.73153034,SPRiB1g1,SPR,Gravelly_Sandy_Clay_Loam,3
76.6652966,11.73379035,DRHiA1,DRH,Gravelly_Sandy_Clay_Loam,3
76.66529897,11.73605035,MDHiB1,MDH,Gravelly_Sandy_Clay,2
76.66530133,11.73831035,HPRiB1,HPR,Gravelly_Sandy_Clay_Loam,3
76.6653037,11.74057035,HPRiB1,HPR,Gravelly_Sandy_Clay_Loam,3
76.66530606,11.74283034,HGHmB2,HGH,Sandy_Clay_Loam,5
76.66754723,11.69310795,HDRhD3g2,HDR,Sandy_Clay_Loam,5
76.6675496,11.69536795,HDRhD3g2,HDR,Sandy_Clay_Loam,5
76.66755198,11.69762796,HPRcC2g1,HPR,Gravelly_Sandy_Clay_Loam,3
76.66755435,11.69988797,HPRcC2g1,HPR,Gravelly_Sandy_Clay_Loam,3
76.66755673,11.70214797,HPRcC2g1,HPR,Gravelly_Sandy_Clay_Loam,3
76.6675591,11.70440798,ARKhB1g1,ARK,Sandy_Clay,4
76.66756148,11.70666798,ARKhB1g1,ARK,Sandy_Clay,4
76.66756385,11.70892798,KLPhB1g1,KLP,Gravelly_Sandy_Clay_Loam,3
76.66756623,11.71118799,KDHmB1g1,KDH,Sandy_Clay,4
76.66756861,11.71344799,KDHmB1g1,KDH,Sandy_Clay,4
76.66757098,11.715708,KDHmB1g1,KDH,Sandy_Clay,4
